"PK","Name","AlternateName","Русское название", "Country","Sea","Region","Lon","Lat","Notes","OrderOfLargestUse","LargestUse","DecadeOfMostRecentReportedUse","HerdCompositions","Use_in_Jan_Feb_Mar","Use_in_Apr_May_Jun","Use_in_Jul_Aug_Sep","Use_in_Oct_Nov_Dec","LinearFeature"
83,"Davydov Spit","Davydov; Davidova Spit","Коса Давыдова","RU","Chukchi","Wrangel Island area","-179.42357","70.87306","Haulout Description:  
Low spit just east of Somnitel'naya spit along the central southern coast of Wrangel Island.

Historical Use:  
Kochnev (2001b) indicated this haulout to receive regular use and be part of the larger Somnitel’naya Spit haulout system.  First noted by Mineev (1946). Used by walruses in 1960 (Velizhanin 1965). An estimated 7,000 used this site in September of 1990 (Kochnev 1991, Kochnev 2001b).  During the 1990 aerial survey 3,151 walruses were reported on 9 September (Gilbert and others 1992).",3,"At least 1,000 and fewer than 10,000 walruses",1990,"Predominately females and dependent calves",0,0,1,1,0
84,"Dezhnev Bay","Otkrytaya Bay","бухта Дежнева","RU","Bering","Koryak Coast","173.48497","61.63894","Haulout Description:  
Walruses have been observed at several locations around the 1.6 km wide Otkrytaya Bay along the west cost of Dezhnev Bay, a 20 km wide embayment situated along the central Koryak Coast.

Historical Use: 
Use by walruses noted during the 1980's and 1990's, with reports up to 2,500 animals in August of 1989 and the last reported observation of 650 animals occurring in 2001 (Semenov and others 1988, Burkanov 1988, Burkanov and others 1988, Kalinichenko 1991, Gilbert and others 1992, Chugunkov and Kalinichenko 1996, Grachev 2000, Testin 2004).  The 1990 survey indicated use by up to 4,000 walruses during late August and early September (Gilbert and others 1992).",3,"At least 1,000 and fewer than 10,000 walruses",2000,"Predominately males",0,1,1,1,0
86,"Egg Island",,,"US","Bering","Norton Sound","-161.73967","63.60767","Haulout description: 
A small island in southeastern Norton sound, 22 km northeast from the community of Saint Michael.

History of use: 
Irregular summer use of Egg Island by small groups of male walruses was reported in the 1960's and 1970's (Frost and others 1982). The largest recorded sighting was 200-300 adult and sub adult males in June 1971 (Frost and others 1982). There have been no walrus sightings at Egg Island in recent years (Kawerak, 2013). Area residents report that lone animals or small groups of walruses are occasional seen swimming in Norton Sound during the summer months (June-July), but are rarely sighted on shore (Kermit Ivanoff, Sr. of the Eskimo Walrus Commission oral communication to the US Fish and Wildlife Service 2013).  Contact the Alaska Maritime National Wildlife Refuge for further information.",2,"At least 100 and fewer than 1,000 walruses",1970,"Predominately males",0,1,0,0,0
87,"Endicott Island",,,"US","Beaufort","Beaufort Sea","-147.96050","70.35767","Haulout description:
Endicott is an artificial gravel island in the Beaufort Sea just east of Prudhoe Bay.

History of use:
Occasional, temporary use by solitary walruses and mother-calf pairs has been reported by oil field workers (USFWS, unpublished reports).",0,"Fewer than 10 walruses",2000,"Mixed age and sex classes",0,0,1,0,0
88,"Erulya Spit","Erul'ya","коса Эруля","RU","Bering","Gulf of Anadyr","-178.92000","66.03000","Haulout Description:  
Spit along the eastern shores of Kresta Bay.

Historical Use:  
Use by walruses in the end of 19th and beginning of 20th centuries has been reported (Suvorov 1914, Belopol'sky 1931 unpublished report, Belopol'sky 1939).  Irregular use during the 1980's and 1990's is known (Archives of OkhotskRybVod, Smirnov 1999).  During 2009 and 2010 regular use has been observed by up to 3,000 walruses of mixed age and sex classes (Observations by Chukotka Department of Agriculture and local residents communicated to A.A. Kochnev of ChukotTINRO).",3,"At least 1,000 and fewer than 10,000 walruses",2010,"Mixed age and sex classes",0,0,1,0,1
89,"Fairway Rock",,,"US","Bering","Bering Strait and Chirikov Basin","-168.74100","65.62500","Haulout description:
Rocky Islet southwest of Little Diomede Island.

History of use:
Walrus hunters from Little Diomede report irregular summer use of Fairway Rock by small groups of walruses (Diomede hunters oral communication with Joel Garlich-Miller of the US Fish and Wildlife Service, 1994; Kawerak, 2013). There was an anecdotal sighting report from a passing research vessel of up to 1,000 walruses (on land and in water) on the southwest coast of Fairway Rock on Sept 10, 2013 (B. Haley, written communication to USFWS, 2013).  Contact the Alaska Maritime National Wildlife Refuge or the Inalik Native Corporation for further information.",3,"At least 1,000 and fewer than 10,000 walruses",2010,"Mixed age and sex classes",0,1,1,0,0
91,"Glubokaya Bay","Deep Bay","бухта Глубокая","RU","Bering","Kamchatka and Commander Islands","166.85833","60.21389","Haulout Description:  
Small bay 18 km west of Lavrov Bay along the coast of Olyutorskiy Bay.

Historical Use:  
Use by less than 5 walruses in noted in July of 1989 and up to 300 in September of 1989 (Kalinichenko 1990).  Semenov and others (1988) indicate that only male walruses have been reported at the Kamchatka haulouts, however no report of ages/sex composition of this haulout is available.",2,"At least 100 and fewer than 1,000 walruses",1980,"Not reported",0,0,1,1,0
92,"Goodnews Bay",,,"US","Bering","Kuskokwim Bay Etolin Strait","-161.81479","59.05743","Haulout description:
Mouth of Goodnews Bay which is 48 km north northeast of Cape Newenham.  No specific haulout site is indicated in the report.

History of use:
A group of 200 to 250 walruses was reported on a beach in Goodnews Bay over a two week period in November 1978 (Frost and others 1982).  Joe Phillips recounted observing a group of less than 10 walruses on the coast near Platinum just south of Goodnews Bay during his tenure as a herring spotter (1984, 1998-2000; oral communication to A.S. Fischbach, 2015).  No other walrus sightings have been reported at this location.  For further information contact the Calista Corporation.",2,"At least 100 and fewer than 1,000 walruses",1970,"not reported",0,0,0,1,0
93,"Hagemeister Island",,"Кохтахпыт

Kykhtakhpyt
Кохтахпыт","US","Bering","Bristol Bay","-161.07500","58.58000","Haulout description:
Hagemeister Island is part of the Walrus Islands State Game Sanctuary in northern Bristol Bay, established in 1960 by the Alaska Legislature (Alaska Statute 16.20.090).  Recent haulout activity has been reported on the southwest coast of the island (Michael Winfree of the USFWS Togiak National Wildlife Refuge oral communication to J. Garlich-Miller of the USFWS Office of Marine Mammals Management, 2012).

History of use:
Elliott (1886; page 399) indicates that during the 1880's walruses rest on Hagemeister Island where they may be harvested by local people.  Irregular use of Hagemeister Island as a walrus haulout site has been reported since the 1950's (Frost and others 1982).  Consistent (annual) summer use of a haulout on the southwest coast of the island has been documented by USFWS Togiak National Wildlife Refuge staff since 2005, with peak annual counts ranging from 803 to 2,941 animals (Winfree, 2012).  The U.S. Fish and Wildlife Serice Togiak National Wildlife Refuge and the Alaska Sea Life Center have collected trail camera images from the island during 2012-2015.  The reported season of use is May through August. For more information regarding haulout use at this site contact the Togiak National Wildlife Refuge, which has administrative responsibility for the island, although it is part of the Alaska Maritime National Wildlife Refuge.  Hagemeister Island is part of the Walrus Islands State Game Sanctuary and is protected under State of Alaska regulations and statues (http://www.adfg.alaska.gov/index.cfm?adfg=walrusislands.resources).",3,"At least 1,000 and fewer than 10,000 walruses",2010,"Predominately males",0,1,1,0,0
94,"Hall Island",,,"US","Bering","Central Bering Sea","-173.05765","60.67608","Haulout description:
Sighting records indicate that walruses primarily occupy the northwest coast of the island (Frost and others 1982; Irons 1983).

History of use:
Hall Island was a historically significant walrus haulout site with recorded use dating back to the 1800's (Fay 1957, Fay and others 1986). Sporadic haulout use was reported in the 1910's, 1950's and 1960 (Hanna, 1920, Frost and others 1982); and regular summer use was reported in the 1970's and 1980's (Frost and others 1982; Irons 1983). Sighting records indicate possible use during any ice free month. Most sighting records since the 1950's are less than 100 animals (for example Gilbert and others 1992); however a group of 2,000 walruses was recorded on the Island in January, 1983 (USFWS unpublished). There have been no recent monitoring efforts or reports.  Contact the Alaska Maritime National Wildlife Refuge for further information.",3,"At least 1,000 and fewer than 10,000 walruses",1980,"Mixed age and sex classes",1,1,1,1,0
95,"Herald Island","Gerald Island","остров Геральд","RU","Chukchi","Wrangel Island area","-175.77644","71.41260","Haulout Description:  
A small, isolated island in the Chukchi Sea, 70 km to the east of Wrangel Island. It's shores have steep cliffs, however, on the shoreline of the northwestern point the cliffs have crumbled into piles of loose rocks and gravel, which may be used by walruses.

Historical Use:  
Use first noted by Nikulin (1941).  Use  noted during the autumn aerial surveys of 1960, 1964 and 1990 (Fedoseev 1966, Gol'tsev 1968, Gilbert and others 1992).  Use observed in 2011 (Ovsyanikov and Menyushina 2012).",3,"At least 1,000 and fewer than 10,000 walruses",2010,"not reported",0,0,1,0,0
96,"High Island","Unilgkhig","Унылгаих, Инжеквак","US","Bering","Bristol Bay","-160.42562","58.68447","Haulout Description:  
Specific walrus haulout sites on High Island are not identified in the available reports.  High Island is  part of the Walrus Islands State Game Sanctuary in northern Bristol Bay, established in 1960 by the Alaska Legislature (Alaska Statute 16.20.090).

History of use:
The Walrus Islands are a historically important haulout area for Pacific walruses with sighting records dating back to the 1800's (Korsakovskiy 1818 in VanStone 1988, Fay 1957, Frost and others 1982). Irregular use of High Island was reported in the 1950's; and a haulout of more than a 1,000 animals was reported in June of 1953 (Frost and others 1982). There have been no recent monitoring efforts or reports. For more information regarding haulout use at this site, contact the Alaska Department of Fish and Game (http://www.adfg.alaska.gov/index.cfm?adfg=walrusislands.resources).",3,"At least 1,000 and fewer than 10,000 walruses",1950,"Predominately males",0,1,1,0,0
97,"Icy Cape",,,"US","Chukchi","Eastern Chukchi Sea","-161.88100","70.32700","Haulout description:
Prominent headland on the Chukchi Sea coast. See also ""Barrier Islands East of Icy Cape"" and ""Barrier Islands North of Point Lay"". 

History of use:
Icy Cape is a historically significant walrus haulout area with recorded use dating back to the 1930's (Fay 1957). There was no reported haulout use in this area from 1950 through 1980 (Frost and others 1983). Large herds of walruses were sighted at Icy Cape during aerial surveys in August 2007 (more than 200 animals; Ireland and others 2009), and in September 2009 (up to 7,500 animals; Clarke and others 2011). Satellite telemetry data also suggests temporary use of this area in August-October 2010 (http://alaska.usgs.gov/science/biology/walrus/tracking.html accessed 30 November 2013). Icy Cape was the site of a mass walrus mortality event (trampling mortality of approximately 130 walrus calves) in September 2009 (Fischbach and others 2009). Icy Cape appears to be one of the most consistently used walrus haulout areas in the eastern Chukchi Sea in recent years; occupancy generally coincides with periods of low-ice concentrations in offshore feeding areas.  Contact the Alaska Maritime National Wildlife Refuge for further information.",3,"At least 1,000 and fewer than 10,000 walruses",2010,"Predominately females and dependent calves",0,0,1,1,0
98,"Barrier Islands East of Icy Cape","Kasegaluk lagoon; Avak Inlet",,"US","Chukchi","Eastern Chukchi Sea","-161.63500","70.30500","Haulout description:
A chain of barrier islands to the east of Icy Cape. Specific haulout sites are variable within and between years. The mapped point location represents a haulout of more than 1,500 animals recorded in August, 2007 (Ireland and others 2009).

History of use:
Point Lay and Wainwright residents note occasional use of the barrier islands to the east of Icy Cape by small groups of walruses during ice-free months (July-October) Huntington and others (2013).  The mapped point location represents a haulout of more than 1,500 animals recorded in in August 2007 (Ireland and others 2009).  A second group of walruses with more than 1000 animals was also sighted along the barrier island chain approximately 20 km southwest of this location (Lat: 70.32; Lon: -161.12) during the same survey (Ireland and others 2009). Satellite telemetry data also indicated use of this area in August 2010 (http://alaska.usgs.gov/science/biology/walrus/tracking.html accessed 30 November 2013).  Contact the Alaska Maritime National Wildlife Refuge for further information.",3,"At least 1,000 and fewer than 10,000 walruses",2000,"Predominately females and dependent calves",0,0,1,1,1
99,"Idlidlya Island",,"остров Идлидля","RU","Chukchi","Western Chukchi Coast","-172.77874","67.04941","Haulout Description:  
Small island less than 2 km offshore from the spits of the Neskenpil'gyn Lagoon.

Historical Use:  
First noted by Arsen'ev (1927). Use by walruses reported during the 1930's (Garin 1935 unpublished report, Nikulin 1941). Use was noted during the 1960 and 1980 aerial surveys (Fedoseev 1966, Fedoseev 1981).  Local hunters reported sporadic by up to 7,100 females and dependent young during the 1990's and 2010's (oral communication to A.A. Kochnev of the ChukotTINRO).",3,"At least 1,000 and fewer than 10,000 walruses",2010,"Predominately females and dependent calves",0,0,0,1,0
100,"Itygran Island","Yttygran Island","остров Итыгран","RU","Bering","Bering Strait and Chirikov Basin","-172.68197","64.60033","Haulout Description: 
Small spit south coast of Itygran Island, which is directly south of Arakamchechen Island and northwest of Cape Chaplina.

Historical Use:  
Use by walruses noted in Arutyunov and others (1982).  Local hunters report a one-time use by 300 to 700 walruses during the 1990's (oral communication to A.A. Kochnev of the ChukotTINRO).",2,"At least 100 and fewer than 1,000 walruses",1990,"not reported",0,0,0,0,0
101,"Izembek Lagoon","Neumann Island; Cape Glazenap",,"US","Bering","Alaska Peninsula","-162.84000","55.31000","Haulout description:
Walrus haulouts are occasionally reported along the barrier islands of Izembek Lagoon (e.g. Cape Glazenap and Neumann Island), which is part of the State of Alaska Izembek State Game Refuge and the Izembek National Wildlife Refuge Wilderness Area.

History of use:
Up to 10 walruses were observed hauled out here on 1 July 1889 and 30 June 1891 (Tanner 1892).  Frost and others (1982) note a sighting of 75 walruses offshore of Cape Glazenap in May of 1965. On 10 January 2014 approximately 200 walruses were observed by Izembek Refuge Manager, Doug Damberg, and Refuge Pilot, Ken Richardson on Cape Glazenap (Stacey Lowe written communication to USFWS Izembek NWR Files, 2015); and Marvin Mack of King Cove reported  a ""couple hundred"" animals hauled out on Neumann Island in January, 2014 (Marvin Mac of King Cove oral communication to J. Garlich-Miller 2014).    Contact the Izembek National Wildlife Refuge or the State Game Refuge Management at the Alaska Department of Fish and Game in Anchorage for further information.",2,"At least 100 and fewer than 1,000 walruses",2010,"not reported",0,1,1,1,0
103,"Kaymatkyn Bay","Cape Ivyrgyn, Baklany","бухта Кайматкын","RU","Bering","Gulf of Anadyr","-175.92100","65.31680","Haulout Description:  
Small embayment at the base of Retkyn Spit along the coast of northeastern Anadyr Bay.

Historical Use:  
Sporadic use noted between 1990 and 2011 by up to 1,500 females and dependent calves (Kochnev 2007, Kochnev 2012).
Additional haulouts have formed at the entrance to Kaymatkyn Bay on Cape Ivyrgyn, which had up to 1,500 walruses observed 13 August 2011; and at Cape Chirikov north-west from the mouth of the Nunyamovaam River two Kilometers south of Kaymatkyn Bay, which had up to three thousand walruses observed on 1 August 2011 (Kochnev 2012).  A walrus haulout had only been reported at Cape Ivyrgyn once previously, in August 1995 (unpublished data of the Regional Inspectorate of Fisheries cited by Kochnev 2012).",3,"At least 1,000 and fewer than 10,000 walruses",2010,"Mixed age and sex classes",0,0,1,0,0
104,"Kialegak Point",,,"US","Bering","Saint Lawrence Island","-169.53825","62.97900","Haulout description:
Near the Southeast Cape of Saint Lawrence Island.

History of use:
Fay and Kelly (1980) estimate use by up to 37,000 walruses in October and November 1978. No subsequent use of Kialegak Point as a haulout site have been reported (oral communication Clarence Irigoo Sr. of Gambell, Alaska with USFWS, 2013).",4,"At least 10,000 and fewer than 100,000 walruses",1970,"Mixed age and sex classes",0,0,0,1,0
105,"King Island","Ugiuvak",,"US","Bering","Bering Strait and Chirikov Basin","-168.06240","64.96838","Haulout description:
Walrus haulouts have been reported near the village site (on the southern coast), and along the northwest coast of King Island (Francis Alvanna of the Eskimo Walrus Commission oral communication to the US Fish and Wildlife Service 2013).

History of use:
Frost and others (1982) note regular summer use of King Island between 1979 and 1981 by herds up to 5,000 walruses. No significant walrus haulouts have been observed at King Island since the 1980's (Francis Alvanna of the Eskimo Walrus Commission oral communication to the US Fish and Wildlife Service 2013), although lone stragglers occasionally make landfall during the spring migration (Benjamin Payenna of the Eskimo Walrus Commission oral communication to the US Fish and Wildlife Service 2013).  Contact the Alaska Maritime National Wildlife Refuge or the King Island Native Community through the Kawerak offices in Nome for futher information.",3,"At least 1,000 and fewer than 10,000 walruses",2010,"Predominately males",0,1,1,0,0
106,"Kitovaya Spit","New Haulout (1990); Unnamed","коса Китовая","RU","Bering","Gulf of Anadyr","-176.97726","65.60321","Haulout Description:  
Spit to the east of Cape Retkyn in the central northern Anadyr Bay at the mouth of the Veta River.

Historical Use:  
Use is reported from 1987 to present (Grachev and Mymrin 1991, Kochnev 2007, Kochnev and others 2008, Kochnev 2012).  Use by 1,421 walruses was noted on 2 October during the 1990 aerial survey (Gilbert and others 1992).",3,"At least 1,000 and fewer than 10,000 walruses",2010,"Mixed age and sex classes",0,0,1,1,1
107,"Kolyuchin Island","Kolyuchyn","остров Колючин","RU","Chukchi","Western Chukchi Coast","-174.60469","67.45647","Haulout Description:  
Shores of the small (4.2 km length) island, which is lies 65 km southeast of Vankarem.

Historical Use:  
The first reported by Karayev (1926).  Estimated counts during 1934 ranged from 2,000 to 2,500 (Zenkovich, 1938; Nikulin, 1941).  The 1990 aerial survey reported 4,540 walruses on 30 September (Gilbert and others, 1992).  Regular use is reported during the 1990's through the 2010's with a mix of age and sex classes present (Kochnev 2004, Kochnev 2006, Kochnev and Kozlov 2012, Pereverzev and Kochnev 2012).  ChukotTINRO observers indicate that 22,559 walruses were observed on 17 October 2008 and that 24,400 walruses were on shore 1 October 2009 (Pereverzev and Kochnev 2012).  Haulout use appears to begin shortly after the shore is free of sea ice in August and extends through October, with males dominating use during the start of the season and females and young dominating the haulout after mid to late September (Kochnev 2012).",4,"At least 10,000 and fewer than 100,000 walruses",2010,"Mixed age and sex classes",0,0,1,1,0
108,"Kwigillingok",,,"US","Bering","Kuskokwim Bay Etolin Strait","-163.17616","59.84275","Haulout description:  
A beach southwest of Kwigillingok in northern Kuskokwim Bay.  No specific haulout site indicated in the report.

History of use:
A group of 500 walruses was recorded during an aerial herring survey in June of 1968 (Frost and others 1982). There are no other sightings reported for this region.  For further information contact the Yukon Delta National Wildlife Refuge or the Callista Corporation.",2,"At least 100 and fewer than 1,000 walruses",1960,"not reported",0,1,0,0,0
109,"Kynkay Island",,"остров Кынкай","RU","Bering","Bering Strait and Chirikov Basin","-172.73012","64.67330","Haulout Description:  
Small island west of Arakamchechen Island, 37 km northeast over land from Provideniya.

Historical Use:  
Several dozens walruses are reported to have used this island during the 1990's (local hunters oral communication to A.A. Kochnev of the ChukotTINRO).",1,"At least 10 and fewer than 100 walruses",1990,"not reported",0,0,0,0,0
110,"Lavrov Bay",,"бухта Лаврова","RU","Bering","Kamchatka and Commander Islands","167.13333","60.33333","Haulout Description:  
Embayment in the Olyutorskiy Bay.

Historical Use:  
Two walruses in reported during 1970 (Kosygin and Sobolevsky 1971).",0,"Fewer than 10 walruses",1970,"Predominately males",0,0,1,0,0
112,"Litke Island","Lavrentya Bay","остров Литке","RU","Bering","Bering Strait and Chirikov Basin","-170.85870","65.62583","Haulout Description:  
Northeastern entrance to Lavrentya Bay.

Historical Use:  
Use has been reported only once, in 1934 (Garin 1935 unpublished repot, Nikulin 1941).  No haulout size was indicated in the reports.  In the second half of the 20the century this small island has disappeared under water.",-1,"Not Reported",1930,"Not reported",0,0,0,0,0
113,"Little Diomede Island","Inalik",,"US","Bering","Bering Strait and Chirikov Basin","-168.92643","65.75585","Haulout description:
Walruses can haulout anywhere along the rocky shoreline of Little Diomede Island (Jerry Iyapana of the Eskimo Walrus Commission oral communication to the USFWS, 2009; Kawerak 2013).
 
History of use:
The Diomede Islands are a historically important haulout area for Pacific walruses (Fay 1957). Most haulout activity occurs on Big Diomede Island, which sees regular summer and fall use by herds of up to several hundred walruses (Kawerak 2013). Large walrus haulouts occasionally form on Little Diomede Island as well. Intermittent fall use of Little Diomede Island was reported in the 1970's and 1980's (Frost and others 1983); 1990's (Joel Garlich-Miller of the USFWS oral communication from Little Diomede Island hunters, 1996); and 2000's (Kawerak 2013). Walrus hunters from Little Diomede report that large numbers of walruses (hundreds) have hauled out on Little Diomede in the summer and fall in recent years (Kawerak 2013).    Contact the Alaska Maritime National Wildlife Refuge or the Native Village of Diomede IRA Council for further information.",2,"At least 100 and fewer than 1,000 walruses",2000,"Mixed age and sex classes",0,1,1,1,0
114,"Maknik Lagoon",,,"US","Bering","Saint Lawrence Island","-169.17377","63.17616","Haulout description:
Barrier Islands offshore of Maknik Lagoon on the southeast coast of Saint Lawrence Island.

History of use:
Fay and Kelly (1980) note that a large herd (up to 35 thousand walruses) hauled out near Makinik Lagoon in October - November 1978. Fay and Kelly (1980) cite interviews with local walrus hunters who indicated that this area was not known to have been used previously, and may have been used in this instance as an alternative to the nearby Punuk Islands, which may have been already been fully occupied. No subsequent use of this site has been noted by Saint Lawrence Island residents (Perry Pungowiyi of Savoonga, and Clarence Irigoo Sr. of Gambell oral communication to USFWS 2013).  Contact the Sivuqaq Native Corporation for further information.",4,"At least 10,000 and fewer than 100,000 walruses",1970,"Mixed age and sex classes",0,0,0,0,0
115,"Man'chzhur Island",,"остров Маньчжур","RU","Bering","Kamchatka and Commander Islands","162.44940","57.83083","Haulout Description:  
Small island in Uda Bay in southeastern Karaginskiy Bay 90 km south by southwest from Karaginski Island.

Historical Use:  
During the winter of 1928-1929 walruses were reported, near the village of Uka, by Razumovsly (1931).  During the summer of 1929 a group of 19 walruses were observed here (Razmovsky 1931).  Four walruses reported in 1984 (Semenov and others 1988).  Semenov and others (1988) indicate that only male walruses have been reported at the Kamchatka haulouts.",1,"At least 10 and fewer than 100 walruses",1980,"Predominately males",0,0,1,1,0
118,"Me'eskyn Spit Island","Meechkyn Spit; Meechkin Spit; and Meechken Spit","остров Коса Мээскын","RU","Bering","Gulf of Anadyr","-178.72283","65.47160","Haulout Description:  
Spit extending out into the mouth of Kresta Bay in northwestern Anadyr Bay near the village of Uelkal.

Historical Use:  
Use is well known from the end of the 19th Century (Suvorov, 1914), and use has been reported most years, with occasional breaks throughout the 20th century to present (Karayev 1926, Belopol'sky 1931 unpublished report, Zenkovich 1938, Belopol'sky 1939, Nikulin 1941, Fedoseev 1962,  Krylov and others 1964, Gol'tsev 1968,  Grachev 1988, Mymrin and others 1988 Grachev and Mymrin 1991). Monitoring efforts have been conducted by ChukotTINRO (Smirnov 1999, Smirnov and others 2002, Kochnev 2004, Pereverzev 2006, Kochnev and others 2008, and the project ""Haulout Keepers"" Kochnev 2012), and have found a mix of age and sex classes.  Use was noted during the 1975, 1980, 1985 and 1990 aerial surveys (Fedoseev 1981, Estes and Gol'tsev 1984, Fedoseev and Razlivalov 1986, Gilbert and others 1992).",4,"At least 10,000 and fewer than 100,000 walruses",2010,"Mixed age and sex classes",0,1,1,1,1
119,"Memin Spit",,"коса Мэмин","RU","Chukchi","Western Chukchi Coast","-172.63056","67.01502","Haulout Description:  
Spit between Idlidlya Island and Cape Netten 50 km north-northwest of Cape Serdtse-Kamen'.

Historical Use: 
An unspecified number of walruses are reported to have used this location prior to 1926 (Karayev 1926, Arsen'ev 1927).  Dates and composition of the haulout were not reported.",-1,"Not Reported",1920,"Not reported",0,0,0,0,0
120,"Morzhovaya Bay",,"бухта Моржовая","RU","North Pacific","Kamchatka and Commander Islands","159.96667","53.26667","Haulout Description:  
Embayment in southeastern Kronotskiy Bay, just north of Avacha Bay, just north of Cape Shipunsky.

Historical Use:  
Regular use by more than one thousand walruses reported in 19th Century (Tikhomirov 1964, Chugunkov 1970).  Krylov and others (1964) indicate that a walrus visited the bay in 1909, but did not indicate haulout behavior on shore.  No modern use reported.  Semenov and others (1988) indicate that only male walruses have been reported at the Kamchatka haulouts, however no reports of age and sex composition are available for this site.",3,"At least 1,000 and fewer than 10,000 walruses",1850,"Not reported",0,0,0,0,0
121,"Mushtakov Spit",,"коса Муштакова","RU","Chukchi","Wrangel Island area","-178.24334","71.52407","Haulout Description:  
Spit in northwestern Wrangel Island.

Historical Use: 
Use was noted during the autumn 1964 aerial survey (Gol'tsev 1968, Kochnev 2001).",2,"At least 100 and fewer than 1,000 walruses",1960,"Not reported",0,0,1,0,0
122,"Nakhodka Island",,"остров Находка","RU","Chukchi","Wrangel Island area","-179.24273","71.60267","Haulout Description:  
Island spit along central northern Wrangel Island.

Historical Use:  
Used by an unspecified number of walruses in the 1930's (Chapskii 1940, Kochnev 2001b).
USGS tracked walruses to this haulout from the northeastern Chukchi Sea during late August of 2015 (USGS unpublished data;  http://alaska.usgs.gov/science/biology/walrus/tracking.html, accessed 1 November 2015).",-1,"Not Reported",1930,"Not reported",0,0,0,0,0
124,"Northstar Island","Seal Island",,"US","Beaufort","Beaufort Sea","-148.69350","70.49160","Haulout description:
Northstar Island is a artificial island in the Beaufort Sea, approximately 19 km northwest of Prudhoe Bay.

History of use:
Occasional, temporary use of Northstar Island by solitary animals has been reported by oil field workers (USFWS unpublished reports).",0,"Fewer than 10 walruses",2000,"Mixed age and sex classes",0,0,1,0,0
125,"Nuneangan Island","Nunyangan Island","остров Нунэанган","RU","Bering","Bering Strait and Chirikov Basin","-172.34228","64.61343","Haulout Description:  
South of Arakamchechen Island, exact location is unclear. 

Historical Use:  
Use was noted during a 1975, 1980 and 1985 aerial surveys (Fedoseev 1981, Estes and Gol'tsev 1984, Fedoseev and Razlivalov 1986). During the 1975 aerial survey nearly 20 thousand walruses were estimated based on an extrapolation of an aerial and density estimate (Estes and Gol'tsev 1984). Local hunters indicate that during the 1990's it received use, but not every year (local hunters oral communication to Kochnev, ChukotTINRO).  Available reports indicate predominant use by males, however, no reports offer data to confirm the reported age-sex composition.",4,"At least 10,000 and fewer than 100,000 walruses",1990,"Predominately males",0,0,1,1,0
126,"Olyutorskaya Spit","Olyutorka Spit in Skobelev Harbour","коса Олюторская","RU","Bering","Kamchatka and Commander Islands","166.25365","60.38832","Haulout Description:  
Spit on eastern side of northern Korfa Bay across the bay from the community of Tilichiki, approximately 140 km north northwest of Karaginskiy Island.

Historical Use:  
Use noted by V. N. Gol'tsev as a personal communication to Fay (1982). Use noted in 1987 by Semenov and others (1988).",-1,"Not Reported",1980,"Predominately males",0,0,1,0,0
127,"Otter Island",,,"US","Bering","Central Bering Sea","-170.41000","57.05000","Haulout description:
A small rocky islet 9 km southwest of St. Paul Island.

History of use:
The Pribilof Islands were a significant haulout site in the 1800's, but have seen little use over the past century (Fay 1957). Since the 1930's, use by walruses has been limited and sporadic, consisting primarily of lone stragglers, sick animals, or beach cast carcasses (Frost and others 1982). The most recent sighting record of walruses on Otter Island consists of a single moribund male walrus which hauled out on the Island in April, 1979 (Frost and others 1982).    Contact the Alaska Maritime National Wildlife Refuge for further information.",0,"Fewer than 10 walruses",1970,"Predominately males",0,1,1,0,0
128,"Otter Point","Unimak Island; Otter Point",,"US","Bering","Alaska Peninsula","-163.77284","55.05342","Haulout description:
Otter Point is on the northeast coast of Unimak Island.

History of use:
Frost and others (1982) note one sighting of walruses hauled out at Otter Point on Unimak Island in March of 1967 (numbers and herd composition not reported). There are no other sighting records for this location.  Contact the Alaska Maritime National Wildlife Refuge, or the offices of the Izembek National Wildlife Refuge for further information.",0,"Fewer than 10 walruses",1960,"not reported",0,1,0,0,0
129,"Peard Bay",,,"US","Chukchi","Eastern Chukchi Sea","-157.70200","70.89300","Haulout description:
Specific haulout sites in Peard Bay are variable from year to year. The mapped location represents a haulout of 50-800 animals that was observed during a series of aerial survey flights in October 2007 (Ireland and others 2009).

History of use:
According to Wainwright hunters walruses occasionally haul out in Peard Bay (specific location not specified; Huntington and others 2013).  A haulout of 50-800 animals was observed during a series of aerial survey flights in October 2007 (Ireland and others 2009).  Contact the North Slope Burough Division of Wildlife Management for further information.",2,"At least 100 and fewer than 1,000 walruses",2000,"not reported",0,0,1,1,1
130,"Pica Creek Mouth","Cape Navarin, mouth of creek Peak, Pika river mouth","устье ручья Пика","RU","Bering","Koryak Coast","178.11757","62.52080","Haulout Description:  
Creek mouth along the northeastern Koryak Coast, 58 km west-northwest of the northeastern entrance to the Koryak Coast near Meynipilgino village.

Historical Use:  
Use noted from 1991 to present by up to 7,000 male walruses (Kalinichenko and Chugunkov 1996, Ovsyanikova 2012, Kochnev unpublished data of ChuktoTINRO).  On August 7th of 2010 more than 5,000 walruses were observed from a toursit ship (Ovsyanikova 2012).  During July of 2011 over 3,000 walruses were reported by a tourist ship (Kochnev 2012).  The 1990 survey reported use by 100 walruses on 5 September (Gilbert and others 1992).",3,"At least 1,000 and fewer than 10,000 walruses",2010,"Predominately males",0,0,1,0,0
